session_id,session_duration_sec,event_count,view_count,cart_count,item_revisit_count,avg_event_interval_sec,is_long_session,has_purchase
1001091_1,0.0,1,1,0,0.0,0.0,False,False
1001097_1,0.0,1,1,0,0.0,0.0,False,False
1001098_1,0.0,1,1,0,0.0,0.0,False,False
1001099_1,246.568,4,4,0,2.0,82.18933333333332,False,False
1001099_2,0.0,1,1,0,0.0,77579.048,False,False
1001099_3,1087.655,6,6,0,0.0,160355.61133333333,True,False
1001099_4,422.074,7,7,0,1.0,8768.766714285715,True,False
1001099_5,0.0,1,1,0,0.0,138849.972,False,False
1001105_1,0.0,1,1,0,0.0,0.0,False,False
1001106_1,0.0,1,1,0,0.0,0.0,False,False
1001110_1,0.0,1,1,0,0.0,0.0,False,False
1001122_1,82.022,4,4,0,0.0,27.340666666666667,False,False
1001124_1,169.599,3,3,0,1.0,84.7995,False,False
1001124_2,546.607,2,2,0,1.0,1864431.1615,True,False
1001131_1,0.0,1,1,0,0.0,0.0,False,False
1001137_1,0.0,1,1,0,0.0,0.0,False,False
1001138_1,162.798,2,2,0,0.0,162.798,False,False
1001142_1,0.0,1,1,0,0.0,0.0,False,False
1001162_1,0.0,1,1,0,0.0,0.0,False,False
100117_1,0.0,1,1,0,0.0,0.0,False,False
1001187_1,0.0,1,1,0,0.0,0.0,False,False
1001188_1,0.0,1,1,0,0.0,0.0,False,False
1001192_1,0.0,1,1,0,0.0,0.0,False,False
1001198_1,0.0,1,1,0,0.0,0.0,False,False
1001222_1,0.0,1,1,0,0.0,0.0,False,False
1001226_1,0.0,1,1,0,0.0,0.0,False,False
1001233_1,0.0,1,1,0,0.0,0.0,False,False
1001238_1,0.0,1,1,0,0.0,0.0,False,False
1001242_1,0.0,1,1,0,0.0,0.0,False,False
100125_1,0.0,1,1,0,0.0,0.0,False,False
100125_2,61.651,5,3,2,1.0,757296.2348,False,False
1001268_1,0.0,1,1,0,0.0,0.0,False,False
1001268_2,0.0,1,1,0,0.0,30688.418,False,False
1001274_1,0.0,1,1,0,0.0,0.0,False,False
1001275_1,0.0,1,1,0,0.0,0.0,False,False
1001280_1,0.0,1,1,0,0.0,0.0,False,False
1001308_1,0.0,1,1,0,0.0,0.0,False,False
1001330_1,0.0,1,1,0,0.0,0.0,False,False
1001336_1,0.0,1,1,0,0.0,0.0,False,False
1001343_1,0.0,1,1,0,0.0,0.0,False,False
1001353_1,0.0,1,1,0,0.0,0.0,False,False
1001367_1,197.804,3,3,0,0.0,98.902,False,False
1001368_1,0.0,1,1,0,0.0,0.0,False,False
1001376_1,396.181,6,6,0,0.0,79.2362,True,False
1001387_1,0.0,1,1,0,0.0,0.0,False,False
1001425_1,0.0,1,1,0,0.0,0.0,False,False
1001425_2,0.0,1,1,0,0.0,4119838.116,False,False
1001432_1,0.0,1,1,0,0.0,0.0,False,False
1001433_1,0.0,1,1,0,0.0,0.0,False,False
1001438_1,0.0,1,1,0,0.0,0.0,False,False
1001444_1,0.0,1,1,0,0.0,0.0,False,False
1001445_1,0.0,1,1,0,0.0,0.0,False,False
1001458_1,0.0,1,1,0,0.0,0.0,False,False
1001459_1,66.606,2,2,0,0.0,66.606,False,False
1001459_2,1965.205,6,5,1,2.0,1356.4585,True,False
1001459_3,0.0,1,1,0,0.0,2444.55,False,False
1001481_1,0.0,1,1,0,0.0,0.0,False,False
1001489_1,0.0,1,1,0,0.0,0.0,False,False
1001493_1,0.0,1,1,0,0.0,0.0,False,False
1001498_1,70.877,2,2,0,0.0,70.877,False,False
1001499_1,0.0,1,1,0,0.0,0.0,False,False
1001513_1,157.74,4,4,0,0.0,52.58,False,False
1001519_1,0.0,1,1,0,0.0,0.0,False,False
1001543_1,0.0,1,1,0,0.0,0.0,False,False
1001549_1,62.925,2,2,0,0.0,62.925,False,False
1001554_1,0.0,1,1,0,0.0,0.0,False,False
1001559_1,5.596,2,2,0,1.0,5.596,False,False
1001572_1,1547.469,3,3,0,1.0,773.7345,True,False
1001572_2,0.0,1,1,0,0.0,70985.669,False,False
1001572_3,0.0,1,1,0,0.0,184851.204,False,False
1001572_4,0.0,1,1,0,0.0,183261.983,False,False
1001572_5,0.0,1,1,0,0.0,89453.671,False,False
1001572_6,0.0,1,1,0,0.0,520350.821,False,False
1001572_7,0.0,1,1,0,0.0,521042.227,False,False
1001572_8,0.0,1,1,0,0.0,2402.296,False,False
1001579_1,0.0,1,1,0,0.0,0.0,False,False
10015_1,0.0,1,1,0,0.0,0.0,False,False
1001602_1,0.0,1,1,0,0.0,0.0,False,False
1001608_1,0.0,1,1,0,0.0,0.0,False,False
100161_1,0.0,1,1,0,0.0,0.0,False,False
1001625_1,0.0,1,1,0,0.0,0.0,False,False
1001627_1,0.0,1,1,0,0.0,0.0,False,False
1001629_1,0.0,1,1,0,0.0,0.0,False,False
1001639_1,313.492,3,3,0,0.0,156.746,True,False
1001642_1,0.0,1,1,0,0.0,0.0,False,False
1001647_1,0.0,1,1,0,0.0,0.0,False,False
1001652_1,0.0,1,1,0,0.0,0.0,False,False
1001653_1,0.0,1,1,0,0.0,0.0,False,False
1001656_1,0.0,1,1,0,0.0,0.0,False,False
1001663_1,0.0,1,1,0,0.0,0.0,False,False
1001663_2,0.0,1,1,0,0.0,84385.826,False,False
1001677_1,0.0,1,1,0,0.0,0.0,False,False
100167_1,0.0,1,1,0,0.0,0.0,False,False
100167_2,0.0,1,1,0,0.0,5468131.608,False,False
1001680_1,0.0,1,1,0,0.0,0.0,False,False
1001680_2,0.0,1,1,0,0.0,2334746.365,False,False
1001680_3,0.0,1,1,0,0.0,1186963.406,False,False
1001697_1,0.0,1,1,0,0.0,0.0,False,False
1001700_1,0.0,1,1,0,0.0,0.0,False,False
1001702_1,900.437,3,3,0,0.0,450.2185,True,False
1001705_1,0.0,1,1,0,0.0,0.0,False,False
1001712_1,0.0,1,1,0,0.0,0.0,False,False
1001712_2,0.0,1,1,0,0.0,5671174.112,False,False
1001713_1,0.0,1,1,0,0.0,0.0,False,False
1001716_1,0.0,1,1,0,0.0,0.0,False,False
1001728_1,94.691,6,6,0,1.0,18.938200000000002,False,False
1001728_2,31.583,3,3,0,1.0,144913.18633333335,False,False
1001746_1,0.0,1,1,0,0.0,0.0,False,False
1001746_2,0.0,1,1,0,0.0,453043.43,False,False
100174_1,0.0,1,1,0,0.0,0.0,False,False
1001750_1,0.0,1,1,0,0.0,0.0,False,False
1001753_1,199.087,3,3,0,1.0,99.5435,False,False
1001753_2,0.0,1,1,0,0.0,4661095.334,False,False
1001773_1,659.324,2,2,0,1.0,659.324,True,False
1001776_1,83.048,2,2,0,0.0,83.048,False,False
1001787_1,0.0,1,1,0,0.0,0.0,False,False
100178_1,70.815,3,3,0,0.0,35.4075,False,False
1001802_1,0.0,1,1,0,0.0,0.0,False,False
1001808_1,0.0,1,1,0,0.0,0.0,False,False
1001808_2,0.0,1,1,0,0.0,22024.559,False,False
1001808_3,0.0,1,1,0,0.0,150081.304,False,False
1001808_4,0.0,1,1,0,0.0,51493.735,False,False
1001808_5,0.0,1,1,0,0.0,143919.268,False,False
1001808_6,0.0,1,1,0,0.0,64136.667,False,False
1001817_1,0.0,1,1,0,0.0,0.0,False,False
1001819_1,0.0,1,1,0,0.0,0.0,False,False
1001827_1,24.772,2,2,0,0.0,24.772,False,False
1001829_1,0.0,1,1,0,0.0,0.0,False,False
1001845_1,0.0,1,1,0,0.0,0.0,False,False
1001850_1,0.0,1,1,0,0.0,0.0,False,False
100186_1,0.0,1,1,0,0.0,0.0,False,False
1001880_1,0.0,1,1,0,0.0,0.0,False,False
1001884_1,0.0,1,1,0,0.0,0.0,False,False
100188_1,285.462,2,2,0,0.0,285.462,False,False
1001892_1,0.0,1,1,0,0.0,0.0,False,False
1001899_1,0.0,1,1,0,0.0,0.0,False,False
1001913_1,0.0,1,1,0,0.0,0.0,False,False
1001916_1,0.0,1,1,0,0.0,0.0,False,False
1001946_1,0.0,1,1,0,0.0,0.0,False,False
1001953_1,0.0,1,1,0,0.0,0.0,False,False
1001959_1,0.0,1,1,0,0.0,0.0,False,False
1001959_2,0.0,1,1,0,0.0,5266084.254,False,False
100195_1,141.507,2,2,0,0.0,141.507,False,False
1001964_1,43.356,2,2,0,0.0,43.356,False,False
1001973_1,0.0,1,1,0,0.0,0.0,False,False
100197_1,1315.309,3,3,0,1.0,657.6545,True,False
100197_2,1262.033,5,3,2,1.0,1466625.5772,True,False
1001985_1,0.0,1,1,0,0.0,0.0,False,False
1001991_1,1430.847,4,4,0,2.0,476.949,True,False
1001996_1,0.0,1,1,0,0.0,0.0,False,False
1002010_1,0.0,1,1,0,0.0,0.0,False,False
1002025_1,912.827,2,2,0,0.0,912.827,True,False
1002029_1,76.156,2,2,0,0.0,76.156,False,False
100202_1,0.0,1,1,0,0.0,0.0,False,False
1002046_1,0.0,1,1,0,0.0,0.0,False,False
1002051_1,68.376,2,2,0,1.0,68.376,False,False
1002059_1,0.0,1,1,0,0.0,0.0,False,False
1002067_1,0.0,1,1,0,0.0,0.0,False,False
100207_1,0.0,1,1,0,0.0,0.0,False,False
1002086_1,0.0,1,1,0,0.0,0.0,False,False
1002087_1,0.0,1,1,0,0.0,0.0,False,False
1002104_1,0.0,1,1,0,0.0,0.0,False,False
1002117_1,0.0,1,1,0,0.0,0.0,False,False
1002124_1,93.25,6,2,4,1.0,18.65,False,False
1002125_1,0.0,1,1,0,0.0,0.0,False,False
1002127_1,1283.06,3,3,0,0.0,641.53,True,False
1002127_2,389.527,4,4,0,1.0,557.7265,True,False
1002144_1,846.044,2,2,0,1.0,846.044,True,False
1002144_2,0.0,1,1,0,0.0,8688.947,False,False
1002150_1,1784.671,7,4,3,0.0,297.4451666666667,True,False
1002154_1,0.0,1,1,0,0.0,0.0,False,False
1002162_1,334.378,4,2,1,1.0,111.45933333333333,True,True
1002166_1,0.0,1,1,0,0.0,0.0,False,False
1002167_1,184.104,2,2,0,1.0,184.104,False,False
1002170_1,0.0,1,1,0,0.0,0.0,False,False
1002178_1,0.0,1,1,0,0.0,0.0,False,False
1002179_1,0.0,1,1,0,0.0,0.0,False,False
100217_1,227.687,9,9,0,2.0,28.460875,False,False
1002194_1,0.0,1,1,0,0.0,0.0,False,False
1002195_1,0.0,1,1,0,0.0,0.0,False,False
1002200_1,201.654,2,2,0,1.0,201.654,False,False
1002204_1,0.0,1,1,0,0.0,0.0,False,False
1002215_1,0.0,1,1,0,0.0,0.0,False,False
1002221_1,0.0,1,1,0,0.0,0.0,False,False
1002228_1,0.0,1,1,0,0.0,0.0,False,False
1002260_1,0.0,1,1,0,0.0,0.0,False,False
1002297_1,0.0,1,1,0,0.0,0.0,False,False
1002298_1,0.0,1,1,0,0.0,0.0,False,False
100229_1,0.0,1,1,0,0.0,0.0,False,False
1002307_1,0.0,1,1,0,0.0,0.0,False,False
1002314_1,28.409,2,2,0,0.0,28.409,False,False
1002317_1,0.0,1,1,0,0.0,0.0,False,False
1002337_1,0.0,1,1,0,0.0,0.0,False,False
1002342_1,0.0,1,1,0,0.0,0.0,False,False
1002342_2,0.0,1,1,0,0.0,3870.581,False,False
1002344_1,0.0,1,1,0,0.0,0.0,False,False
1002345_1,0.0,1,1,0,0.0,0.0,False,False
1002351_1,0.0,1,1,0,0.0,0.0,False,False
1002357_1,0.0,1,1,0,0.0,0.0,False,False
1002368_1,0.0,1,1,0,0.0,0.0,False,False
1002383_1,1.049,2,1,1,0.0,1.049,False,False
1002386_1,274.822,3,3,0,1.0,137.411,False,False
1002391_1,9.958,3,3,0,0.0,4.979,False,False
1002399_1,156.08,5,5,0,2.0,39.02,False,False
1002417_1,99.939,2,2,0,1.0,99.939,False,False
1002417_2,0.0,1,1,0,0.0,184574.623,False,False
1002417_3,13.602,2,2,0,0.0,430979.943,False,False
1002417_4,0.0,1,1,0,0.0,147855.509,False,False
1002417_5,0.0,1,1,0,0.0,1495281.191,False,False
1002417_6,0.0,1,1,0,0.0,4304448.439,False,False
1002421_1,0.0,1,1,0,0.0,0.0,False,False
1002421_2,0.0,1,1,0,0.0,59033.271,False,False
1002421_3,0.0,1,1,0,0.0,791352.988,False,False
1002430_1,12.687,2,2,0,1.0,12.687,False,False
1002430_2,874.395,12,6,6,1.0,7281.162416666667,True,False
1002446_1,0.0,1,1,0,0.0,0.0,False,False
1002452_1,41.71,2,2,0,0.0,41.71,False,False
1002466_1,0.0,1,1,0,0.0,0.0,False,False
1002477_1,0.0,1,1,0,0.0,0.0,False,False
1002484_1,0.0,1,1,0,0.0,0.0,False,False
1002489_1,287.985,2,2,0,0.0,287.985,False,False
1002494_1,0.0,1,1,0,0.0,0.0,False,False
1002497_1,0.0,1,1,0,0.0,0.0,False,False
1002502_1,622.297,8,8,0,2.0,88.89957142857143,True,False
1002514_1,0.0,1,1,0,0.0,0.0,False,False
1002515_1,0.0,1,1,0,0.0,0.0,False,False
1002516_1,0.0,1,1,0,0.0,0.0,False,False
1002516_2,0.0,1,1,0,0.0,2341.35,False,False
1002519_1,0.0,1,1,0,0.0,0.0,False,False
1002523_1,0.0,1,1,0,0.0,0.0,False,False
1002532_1,0.0,1,1,0,0.0,0.0,False,False
1002540_1,54.618,2,2,0,0.0,54.618,False,False
1002543_1,0.0,1,1,0,0.0,0.0,False,False
1002545_1,0.0,1,1,0,0.0,0.0,False,False
100254_1,0.0,1,1,0,0.0,0.0,False,False
1002557_1,0.0,1,1,0,0.0,0.0,False,False
10025_1,0.0,1,1,0,0.0,0.0,False,False
10025_2,343.859,6,5,1,1.0,86142.76483333333,True,False
10025_3,0.0,1,1,0,0.0,165816.177,False,False
1002615_1,0.0,1,1,0,0.0,0.0,False,False
1002620_1,0.0,1,1,0,0.0,0.0,False,False
1002622_1,0.0,1,1,0,0.0,0.0,False,False
1002629_1,37.705,2,2,0,1.0,37.705,False,False
1002639_1,0.0,1,1,0,0.0,0.0,False,False
1002647_1,0.0,1,1,0,0.0,0.0,False,False
1002670_1,0.0,1,1,0,0.0,0.0,False,False
1002690_1,0.0,1,1,0,0.0,0.0,False,False
1002692_1,0.0,1,1,0,0.0,0.0,False,False
1002703_1,0.0,1,1,0,0.0,0.0,False,False
1002717_1,0.0,1,1,0,0.0,0.0,False,False
1002732_1,0.0,1,1,0,0.0,0.0,False,False
1002741_1,0.0,1,1,0,0.0,0.0,False,False
1002744_1,560.125,2,2,0,0.0,560.125,True,False
1002745_1,0.0,1,1,0,0.0,0.0,False,False
100274_1,0.0,1,1,0,0.0,0.0,False,False
1002765_1,0.0,1,1,0,0.0,0.0,False,False
1002768_1,0.0,1,1,0,0.0,0.0,False,False
1002782_1,0.0,1,1,0,0.0,0.0,False,False
1002788_1,0.0,1,1,0,0.0,0.0,False,False
1002792_1,0.0,1,1,0,0.0,0.0,False,False
1002797_1,0.0,1,1,0,0.0,0.0,False,False
1002805_1,0.0,1,1,0,0.0,0.0,False,False
1002806_1,0.0,1,1,0,0.0,0.0,False,False
100283_1,85.853,3,3,0,0.0,42.9265,False,False
1002842_1,0.0,1,1,0,0.0,0.0,False,False
1002855_1,0.0,1,1,0,0.0,0.0,False,False
1002855_2,24.625,2,2,0,0.0,93723.4785,False,False
1002855_3,0.0,1,1,0,0.0,1706645.047,False,False
1002859_1,0.0,1,1,0,0.0,0.0,False,False
1002895_1,0.0,1,1,0,0.0,0.0,False,False
1002900_1,0.0,1,1,0,0.0,0.0,False,False
1002902_1,0.0,1,1,0,0.0,0.0,False,False
1002916_1,0.0,1,1,0,0.0,0.0,False,False
1002938_1,174.946,2,2,0,0.0,174.946,False,False
1002956_1,0.0,1,1,0,0.0,0.0,False,False
1003002_1,0.0,1,1,0,0.0,0.0,False,False
1003015_1,0.0,1,1,0,0.0,0.0,False,False
1003016_1,0.0,1,1,0,0.0,0.0,False,False
1003033_1,0.0,1,1,0,0.0,0.0,False,False
1003038_1,0.0,1,1,0,0.0,0.0,False,False
1003059_1,0.0,1,1,0,0.0,0.0,False,False
100305_1,0.0,1,1,0,0.0,0.0,False,False
1003072_1,0.0,1,1,0,0.0,0.0,False,False
1003075_1,0.0,1,1,0,0.0,0.0,False,False
1003099_1,0.0,1,1,0,0.0,0.0,False,False
1003127_1,0.0,1,1,0,0.0,0.0,False,False
1003130_1,0.0,1,1,0,0.0,0.0,False,False
1003166_1,0.0,1,1,0,0.0,0.0,False,False
1003171_1,0.0,1,1,0,0.0,0.0,False,False
1003181_1,0.0,1,1,0,0.0,0.0,False,False
1003190_1,0.0,1,1,0,0.0,0.0,False,False
1003191_1,0.0,1,1,0,0.0,0.0,False,False
1003202_1,0.0,1,1,0,0.0,0.0,False,False
100321_1,694.588,2,2,0,1.0,694.588,True,False
1003223_1,0.0,1,1,0,0.0,0.0,False,False
1003257_1,0.0,1,1,0,0.0,0.0,False,False
1003259_1,0.0,1,1,0,0.0,0.0,False,False
1003270_1,0.0,1,1,0,0.0,0.0,False,False
1003271_1,0.0,1,1,0,0.0,0.0,False,False
1003287_1,70.661,2,2,0,0.0,70.661,False,False
1003288_1,0.0,1,1,0,0.0,0.0,False,False
1003320_1,0.0,1,1,0,0.0,0.0,False,False
1003324_1,0.0,1,1,0,0.0,0.0,False,False
1003330_1,0.0,1,1,0,0.0,0.0,False,False
1003342_1,0.0,1,1,0,0.0,0.0,False,False
1003343_1,0.0,1,1,0,0.0,0.0,False,False
1003344_1,0.0,1,1,0,0.0,0.0,False,False
1003363_1,0.0,1,1,0,0.0,0.0,False,False
1003365_1,121.333,2,2,0,0.0,121.333,False,False
1003366_1,0.0,1,1,0,0.0,0.0,False,False
1003372_1,0.0,1,1,0,0.0,0.0,False,False
1003374_1,46.251,2,2,0,0.0,46.251,False,False
1003404_1,0.0,1,1,0,0.0,0.0,False,False
1003418_1,16.029,2,2,0,0.0,16.029,False,False
1003426_1,0.0,1,1,0,0.0,0.0,False,False
1003426_2,0.0,1,1,0,0.0,166779.726,False,False
1003430_1,0.0,1,1,0,0.0,0.0,False,False
1003444_1,1757.671,3,3,0,0.0,878.8355,True,False
1003444_2,0.0,1,1,0,0.0,3452.762,False,False
1003444_3,0.0,1,1,0,0.0,12293.553,False,False
1003455_1,0.0,1,1,0,0.0,0.0,False,False
1003455_2,16.928,2,2,0,0.0,1164.6815,False,False
1003463_1,7.222,2,2,0,0.0,7.222,False,False
100346_1,184.616,2,2,0,0.0,184.616,False,False
1003478_1,66.988,2,2,0,0.0,66.988,False,False
1003480_1,154.324,2,2,0,0.0,154.324,False,False
1003495_1,765.33,2,2,0,0.0,765.33,True,False
1003497_1,0.0,1,1,0,0.0,0.0,False,False
1003499_1,0.0,1,1,0,0.0,0.0,False,False
1003499_2,0.0,1,1,0,0.0,175673.556,False,False
100350_1,0.0,1,1,0,0.0,0.0,False,False
100350_2,0.0,1,1,0,0.0,247746.747,False,False
100350_3,0.0,1,1,0,0.0,86404.668,False,False
100350_4,0.0,1,1,0,0.0,85666.885,False,False
100350_5,0.0,1,1,0,0.0,433758.665,False,False
100350_6,0.0,1,1,0,0.0,863540.953,False,False
100350_7,0.0,1,1,0,0.0,378200.003,False,False
1003524_1,0.0,1,1,0,0.0,0.0,False,False
1003526_1,0.0,1,1,0,0.0,0.0,False,False
1003530_1,0.0,1,1,0,0.0,0.0,False,False
100353_1,0.0,1,1,0,0.0,0.0,False,False
1003545_1,0.0,1,1,0,0.0,0.0,False,False
1003548_1,0.0,1,1,0,0.0,0.0,False,False
1003550_1,0.0,1,1,0,0.0,0.0,False,False
1003557_1,0.0,1,1,0,0.0,0.0,False,False
1003584_1,0.0,1,1,0,0.0,0.0,False,False
1003588_1,0.0,1,1,0,0.0,0.0,False,False
1003593_1,0.0,1,1,0,0.0,0.0,False,False
1003595_1,0.0,1,1,0,0.0,0.0,False,False
1003596_1,0.0,1,1,0,0.0,0.0,False,False
1003601_1,0.0,1,1,0,0.0,0.0,False,False
1003623_1,0.0,1,1,0,0.0,0.0,False,False
1003627_1,0.0,1,1,0,0.0,0.0,False,False
1003642_1,0.0,1,1,0,0.0,0.0,False,False
1003652_1,0.0,1,1,0,0.0,0.0,False,False
1003653_1,0.0,1,1,0,0.0,0.0,False,False
1003654_1,0.0,1,1,0,0.0,0.0,False,False
1003655_1,0.0,1,1,0,0.0,0.0,False,False
